Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
DRR075640_1	DRR075640_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	492026.0	0.0	35-301	51.0	85.47620045837255	284.24732636080205	pass	warn		pass	fail	warn	pass	warn	pass	pass	pass
DRR075640_2	DRR075640_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	492026.0	0.0	35-301	52.0	87.13514959594691	284.9896794071858	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
DRR102586_1	DRR102586_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1104732.0	0.0	35-301	51.0	76.98856415347053	218.5014229695528	pass	warn		pass	fail	fail	pass	warn	pass	pass	pass
DRR102586_2	DRR102586_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1104732.0	0.0	35-301	51.0	78.07476864860406	221.57402157265292	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
ERR1195513_1	ERR1195513_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	758485.0	0.0	35-251	51.0	79.02046308328507	236.00772460892438	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR1195513_2	ERR1195513_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	758485.0	0.0	35-251	52.0	81.31181868714353	236.29469007297442	pass	warn	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR1263946_1	ERR1263946_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1599233.0	0.0	100.0	49.0	67.54880095029596	100.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	pass	fail
ERR1263946_2	ERR1263946_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1599233.0	0.0	100.0	49.0	68.42878437693001	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	fail
ERR1263947_1	ERR1263947_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1378727.0	0.0	100.0	49.0	67.44100230423936	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	warn
ERR1263947_2	ERR1263947_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1378727.0	0.0	100.0	49.0	68.36321105069062	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	warn
ERR1263948_1	ERR1263948_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1295677.0	0.0	100.0	49.0	68.05173980987085	100.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	pass	pass
ERR1263948_2	ERR1263948_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1295677.0	0.0	100.0	49.0	69.04408727234473	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
ERR1263949_1	ERR1263949_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1144239.0	0.0	100.0	50.0	71.2280923164738	100.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
ERR1263949_2	ERR1263949_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1144239.0	0.0	100.0	50.0	71.9663711328697	100.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
ERR1263950_1	ERR1263950_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1466939.0	0.0	100.0	49.0	68.1844842433664	100.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	pass	fail
ERR1263950_2	ERR1263950_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1466939.0	0.0	100.0	49.0	68.87981007791288	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	fail
ERR1912634_1	ERR1912634_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4734580.0	0.0	125.0	51.0	73.77824907075961	125.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
ERR1912634_2	ERR1912634_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4734580.0	0.0	125.0	51.0	76.43946737480711	125.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
ERR1912635_1	ERR1912635_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4747536.0	0.0	125.0	51.0	75.39660468172207	125.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
ERR1912635_2	ERR1912635_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4747536.0	0.0	125.0	51.0	77.6490314287442	125.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
ERR2203409_1	ERR2203409_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1736413.0	0.0	35-151	51.0	68.82643441721164	147.90307605391115	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
ERR2203409_2	ERR2203409_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1736413.0	0.0	35-151	51.0	69.71624403029884	147.92151867096135	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
ERR2796921_1	ERR2796921_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1994060.0	0.0	50-301	52.0	65.11158817369646	265.2837723037421	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
ERR2796921_2	ERR2796921_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1994060.0	0.0	50-301	52.0	66.83277748444763	213.29044662648064	pass	fail	pass	pass	fail	pass	pass	warn	warn	pass	pass
ERR2935635_1	ERR2935635_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	981369.0	0.0	100.0	51.0	76.67259531666505	100.0	pass	pass	pass	pass	fail	warn	fail	pass	pass	pass	pass
ERR2935635_2	ERR2935635_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	981369.0	0.0	100.0	51.0	77.51278808933871	100.0	pass	pass	pass	pass	fail	warn	fail	pass	pass	pass	pass
ERR2935754_1	ERR2935754_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	643955.0	0.0	35-151	50.0	84.20815453615754	147.88072924350303	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
ERR2935754_2	ERR2935754_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	643955.0	0.0	35-151	50.0	84.93813518201337	147.89008082862932	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR3333478_1	ERR3333478_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1523748.0	0.0	32-300	50.0	79.74960155138947	180.36789941643895	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
ERR3333478_2	ERR3333478_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1523748.0	0.0	32-300	51.0	81.59375719958543	182.44758188361854	pass	fail	pass	pass	fail	fail	pass	warn	pass	warn	pass
ERR3333495_1	ERR3333495_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1148553.0	0.0	32-300	50.0	80.9120291148505	193.14000659960837	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
ERR3333495_2	ERR3333495_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1148553.0	0.0	32-300	50.0	82.706636066752	194.55351733877322	pass	fail	warn	pass	fail	fail	pass	warn	pass	warn	pass
ERR3375634_1	ERR3375634_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2910407.0	0.0	151.0	51.0	54.52793615323078	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
ERR3375634_2	ERR3375634_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2910407.0	0.0	151.0	51.0	59.19196472283701	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
ERR3375690_1	ERR3375690_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3365537.0	0.0	151.0	51.0	51.371499592410466	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
ERR3375690_2	ERR3375690_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3365537.0	0.0	151.0	51.0	56.64788675364495	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
ERR3393084_1	ERR3393084_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1075484.0	0.0	35-151	50.0	80.7393579024982	137.96780333319697	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
ERR3393084_2	ERR3393084_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1075484.0	0.0	35-151	50.0	81.58695611346283	138.07124606223803	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
ERR3393396_1	ERR3393396_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1748410.0	0.0	35-151	50.0	77.92000642941382	143.50488844149828	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
ERR3393396_2	ERR3393396_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1748410.0	0.0	35-151	50.0	77.0469416800218	143.33116946254026	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
ERR3393406_1	ERR3393406_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204601.0	0.0	35-151	50.0	93.58600464044669	144.84883260590124	pass	pass	pass	pass	warn	warn	pass	warn	pass	warn	pass
ERR3393406_2	ERR3393406_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204601.0	0.0	35-151	50.0	93.74609484141422	144.87222936349283	pass	pass	pass	pass	warn	warn	pass	warn	pass	warn	pass
ERR3393411_1	ERR3393411_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	471915.0	0.0	35-151	50.0	91.77063768947025	141.19160230126187	pass	pass	pass	pass	warn	warn	pass	warn	pass	warn	pass
ERR3393411_2	ERR3393411_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	471915.0	0.0	35-151	50.0	91.81438848300472	140.9840797601263	pass	warn	pass	pass	warn	warn	pass	warn	pass	warn	pass
ERR4095062_1	ERR4095062_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	693565.0	0.0	35-290	52.0	83.66155128971108	262.56014360586244	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR4095062_2	ERR4095062_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	693565.0	0.0	35-290	52.0	85.38945527427097	262.6197890608667	pass	fail	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR4131613_1	ERR4131613_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3749308.0	0.0	100-124	50.0	53.09532246932679	122.71904815501954	pass	pass	pass	pass	pass	warn	pass	warn	warn	pass	pass
ERR4131613_2	ERR4131613_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3749308.0	0.0	100-124	51.0	54.384374850744386	121.79785789804411	pass	pass	pass	pass	pass	warn	pass	warn	warn	pass	pass
ERR4426043_1	ERR4426043_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4482328.0	0.0	151.0	49.0	51.90158565190951	151.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	pass	fail
ERR4426043_2	ERR4426043_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4482328.0	0.0	151.0	49.0	52.454346199915015	151.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452356_1	ERR4452356_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4244525.0	0.0	101.0	50.0	51.37014116771728	101.0	pass	pass	warn	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452356_2	ERR4452356_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4244525.0	0.0	101.0	50.0	56.362302811280514	101.0	pass	pass	fail	pass	warn	fail	warn	pass	warn	pass	fail
ERR4452358_1	ERR4452358_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2527359.0	0.0	101.0	50.0	65.4850468101974	101.0	pass	pass	warn	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452358_2	ERR4452358_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2527359.0	0.0	101.0	50.0	70.74552335291196	101.0	pass	pass	fail	pass	warn	fail	warn	pass	pass	pass	fail
ERR4452361_1	ERR4452361_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1903204.0	0.0	101.0	50.0	93.42313672577592	101.0	pass	pass	warn	pass	warn	warn	warn	pass	pass	pass	fail
ERR4452361_2	ERR4452361_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1903204.0	0.0	101.0	50.0	67.0788282205866	101.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452375_1	ERR4452375_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2245717.0	0.0	101.0	51.0	91.76758742257088	101.0	pass	pass	warn	pass	warn	warn	warn	pass	pass	pass	fail
ERR4452375_2	ERR4452375_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2245717.0	0.0	101.0	51.0	63.06907089313087	101.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452376_1	ERR4452376_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	711782.0	0.0	101.0	49.0	67.7073355014778	101.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452376_2	ERR4452376_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	711782.0	0.0	101.0	49.0	69.7447425410558	101.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452380_1	ERR4452380_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2295999.0	0.0	101.0	49.0	61.7936093036786	101.0	pass	pass	warn	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452380_2	ERR4452380_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2295999.0	0.0	101.0	49.0	66.88655543447638	101.0	pass	pass	fail	pass	warn	fail	warn	pass	warn	pass	fail
ERR4452442_1	ERR4452442_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1977440.0	0.0	101.0	49.0	69.03673892104956	101.0	pass	pass	warn	pass	warn	warn	pass	pass	warn	pass	fail
ERR4452442_2	ERR4452442_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1977440.0	0.0	101.0	49.0	74.73784512443977	101.0	pass	pass	fail	pass	warn	fail	warn	pass	pass	pass	fail
ERR4554412_1	ERR4554412_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2972573.0	0.0	151.0	50.0	78.44391694312412	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	fail
ERR4554412_2	ERR4554412_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2972573.0	0.0	151.0	50.0	81.2490402276282	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	fail
ERR712515_1	ERR712515_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1427108.0	0.0	35-251	50.0	74.91417909616914	230.87048142116785	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
ERR712515_2	ERR712515_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1427108.0	0.0	35-251	50.0	76.42643575791045	231.1617775248965	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
ERR712516_1	ERR712516_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1180527.0	0.0	35-251	50.0	78.07611432724204	227.5185268951917	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
ERR712516_2	ERR712516_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1180527.0	0.0	35-251	50.0	78.89785594235506	227.7962308358894	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR712617_1	ERR712617_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1889638.0	0.0	35-251	51.0	66.20875760481226	223.15770957188624	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
ERR712617_2	ERR712617_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1889638.0	0.0	35-251	52.0	69.40921218908203	223.7888632637574	pass	warn	pass	pass	fail	warn	pass	warn	warn	pass	pass
ERR712662_1	ERR712662_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	886071.0	0.0	35-251	50.0	70.68244982695609	234.96414734259443	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
ERR712662_2	ERR712662_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	886071.0	0.0	35-251	50.0	73.54451285747822	235.30099280983126	pass	warn	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR712691_1	ERR712691_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	931587.0	0.0	35-251	51.0	80.05146257777808	235.44550428462398	pass	fail	warn	pass	fail	warn	pass	warn	pass	pass	pass
ERR712691_2	ERR712691_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	931587.0	0.0	35-251	52.0	82.55000830189982	236.4959526056074	pass	fail	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR712769_1	ERR712769_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1211094.0	0.0	35-251	51.0	75.62875266127767	237.6720196780762	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
ERR712769_2	ERR712769_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1211094.0	0.0	35-251	52.0	81.74134156818621	238.21035609126955	pass	warn	pass	pass	warn	warn	pass	warn	pass	pass	pass
SRR10006051_1	SRR10006051_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	801665.0	0.0	36-251	49.0	60.99344473168582	191.30549668502428	pass	pass		pass	warn	fail	pass	warn	warn	pass	pass
SRR10006051_2	SRR10006051_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	801665.0	0.0	36-251	49.0	62.963356693319625	168.0439198418292	pass	fail		pass	fail	warn	warn	warn	warn	pass	pass
SRR10006055_1	SRR10006055_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1397326.0	0.0	36-251	50.0	74.53645076652856	175.46565082164076	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10006055_2	SRR10006055_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1397326.0	0.0	36-247	50.0	77.02022523329853	156.1945666222485	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
SRR10006056_1	SRR10006056_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3545987.0	0.0	36-251	50.0	59.12495294717449	183.84279694200796	pass	pass		pass	warn	warn	pass	warn	warn	pass	pass
SRR10006056_2	SRR10006056_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3545987.0	0.0	36-251	50.0	61.140075348968594	163.30507867062119	pass	fail		pass	fail	warn	warn	warn	warn	pass	pass
SRR10006058_1	SRR10006058_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1892585.0	0.0	36-251	50.0	70.25281160140868	187.3328896720623	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10006058_2	SRR10006058_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1892585.0	0.0	36-251	50.0	72.20504004155987	164.67900252828804	pass	fail		pass	fail	warn	warn	warn	pass	pass	pass
SRR10006059_1	SRR10006059_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	456051.0	0.0	36-251	50.0	84.98371809992649	192.4725370627408	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10006059_2	SRR10006059_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	456051.0	0.0	36-251	50.0	86.28883656451755	167.3109871483672	pass	fail		pass	fail	warn	warn	warn	pass	pass	pass
SRR10006105_1	SRR10006105_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1122327.0	0.0	36-251	51.0	73.96272906256382	183.41408698177983	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10006105_2	SRR10006105_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1122327.0	0.0	36-251	51.0	75.12882010155042	164.00476064462495	pass	fail		pass	fail	warn	warn	warn	pass	pass	pass
SRR10006107_1	SRR10006107_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1904357.0	0.0	36-251	51.0	62.406565546685066	181.84450342031457	pass	pass		pass	warn	warn	pass	warn	warn	pass	pass
SRR10006107_2	SRR10006107_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1904357.0	0.0	36-251	51.0	63.57450813828967	163.09809137677442	pass	fail		pass	fail	warn	warn	warn	warn	pass	pass
SRR10006108_1	SRR10006108_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2142062.0	0.0	36-251	49.0	56.98859402351816	183.02859674463204	pass	pass		pass	warn	warn	pass	warn	warn	pass	pass
SRR10006108_2	SRR10006108_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2142062.0	0.0	36-251	49.0	59.25296953167026	164.2286838569565	pass	fail		pass	fail	warn	pass	warn	warn	pass	pass
SRR10094626_1	SRR10094626_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	707107.0	0.0	150.0	49.0	84.53643231084243	150.0	pass	pass		pass	warn	warn	pass	pass	pass	pass	fail
SRR10094626_2	SRR10094626_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	707107.0	0.0	150.0	49.0	85.46559112145647	150.0	pass	pass		pass	warn	warn	pass	pass	pass	pass	fail
SRR10094627_1	SRR10094627_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1512650.0	0.0	150.0	49.0	77.09949824599853	150.0	pass	pass		pass	warn	warn	pass	pass	pass	pass	fail
SRR10094627_2	SRR10094627_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1512650.0	0.0	150.0	49.0	77.59173340273679	150.0	pass	pass		pass	warn	warn	pass	pass	pass	pass	fail
SRR10103880_1	SRR10103880_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	830419.0	0.0	35-301	50.0	94.85310240565698	300.51134306898086	pass	pass		pass	warn	fail	pass	warn	pass	warn	pass
SRR10103880_2	SRR10103880_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	830419.0	0.0	35-301	51.0	95.73564840924995	300.5834127109327	pass	fail		pass	warn	fail	pass	warn	pass	warn	pass
SRR10115845_1	SRR10115845_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	362885.0	0.0	52-301	50.0	97.91096330832633	300.69030684652165	pass	pass		pass	warn	fail	pass	warn	pass	pass	pass
SRR10115845_2	SRR10115845_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	362885.0	0.0	48-301	50.0	98.20112803913096	300.3968061507089	pass	fail		pass	warn	warn	warn	warn	pass	pass	pass
SRR10126951_1	SRR10126951_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1964465.0	0.0	35-151	51.0	68.53625935597049	147.34263170888767	pass	warn		pass	warn	warn	pass	warn	warn	pass	pass
SRR10126951_2	SRR10126951_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1964465.0	0.0	35-151	51.0	69.65283062958017	147.37214814211504	pass	warn		pass	fail	warn	pass	warn	warn	pass	pass
SRR10163891_1	SRR10163891_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	748616.0	0.0	35-301	50.0	95.80821591264976	300.5383774859207	pass	pass		pass	warn	fail	pass	warn	pass	pass	pass
SRR10163891_2	SRR10163891_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	748616.0	0.0	35-301	51.0	98.84458942292402	285.94811625719996	pass	fail		pass	warn	fail	fail	warn	pass	pass	pass
SRR10173687_1	SRR10173687_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	721099.0	0.0	35-301	51.0	95.40187191346031	300.5152135837104	pass	warn		pass	warn	fail	pass	warn	pass	pass	pass
SRR10173687_2	SRR10173687_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	721099.0	0.0	35-301	51.0	98.00304558731486	300.5790772140857	pass	fail		pass	warn	warn	fail	warn	pass	pass	pass
SRR10207198_1	SRR10207198_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1070597.0	0.0	67-301	50.0	93.99123577846036	300.7332936669914	pass	warn		pass	warn	fail	pass	warn	pass	pass	pass
SRR10207198_2	SRR10207198_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1070597.0	0.0	67-301	51.0	95.10825742819542	300.781269702792	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10230871_1	SRR10230871_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3627577.0	0.0	10-150	51.0	53.97107707114706	141.13254935732584	pass	pass		pass	fail	warn	pass	warn	warn	pass	pass
SRR10230871_2	SRR10230871_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3627577.0	0.0	10-150	51.0	54.874877336982365	141.15025042886754	pass	pass		pass	fail	warn	pass	warn	warn	pass	pass
SRR10235879_1	SRR10235879_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	820293.0	0.0	35-301	50.0	95.76672048207257	300.4111201729138	pass	warn		pass	warn	fail	pass	warn	pass	pass	pass
SRR10235879_2	SRR10235879_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	820293.0	0.0	35-301	50.0	96.33342951026366	300.4636550598384	pass	fail		pass	warn	fail	pass	warn	pass	pass	pass
SRR10272840_1	SRR10272840_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	886540.0	0.0	35-301	50.0	94.96417084095813	300.58643264827305	pass	fail		pass	warn	fail	pass	warn	pass	pass	pass
SRR10272840_2	SRR10272840_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	886540.0	0.0	35-301	51.0	95.40487211515483	300.6172005775261	pass	fail		pass	warn	fail	pass	warn	pass	pass	pass
SRR10286137_1	SRR10286137_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1707129.0	0.0	35-251	51.0	69.67037237093245	225.76381398242313	pass	pass		pass	warn	warn	pass	warn	warn	pass	pass
SRR10286137_2	SRR10286137_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1707129.0	0.0	35-251	51.0	76.06564608151737	227.33724516424945	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
SRR10286349_1	SRR10286349_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782889.0	0.0	35-251	50.0	83.76358285221698	194.0480617303347	pass	pass		pass	warn	fail	pass	warn	pass	warn	pass
SRR10286349_2	SRR10286349_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782889.0	0.0	35-251	50.0	84.55459479068739	194.586028159803	pass	warn		pass	fail	fail	pass	warn	pass	warn	pass
SRR10429277_1	SRR10429277_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	875787.0	0.0	35-301	51.0	81.36657503565488	263.2709745634498	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429277_2	SRR10429277_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	875787.0	0.0	35-301	51.0	84.43274316564772	267.9247054363675	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429282_1	SRR10429282_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	856742.0	0.0	35-301	51.0	81.16398740457039	261.23342850006185	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429282_2	SRR10429282_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	856742.0	0.0	35-301	51.0	84.08313564901752	265.960212059173	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
