Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR10429295_1	SRR10429295_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1212594.0	0.0	35-301	51.0	76.75080701367415	261.15884954073664	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429295_2	SRR10429295_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1212594.0	0.0	35-301	51.0	80.00351113262664	266.1122882019868	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429307_1	SRR10429307_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	835961.0	0.0	35-301	51.0	81.7734691206169	265.3220509090735	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429307_2	SRR10429307_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	835961.0	0.0	35-301	51.0	83.78230162251032	268.45629640617204	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
SRR10429309_1	SRR10429309_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	885922.0	0.0	35-301	51.0	80.9056330390852	264.71859147870805	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429309_2	SRR10429309_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	885922.0	0.0	35-301	52.0	83.43779120222149	268.5579407667944	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429313_1	SRR10429313_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1041762.0	0.0	35-301	51.0	78.69999879981839	267.4408905296987	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429313_2	SRR10429313_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1041762.0	0.0	35-301	52.0	81.59693378287012	270.89350926603197	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
SRR10429344_1	SRR10429344_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	836979.0	0.0	35-301	51.0	80.55861349918538	264.5088239967789	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429344_2	SRR10429344_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	836979.0	0.0	35-301	52.0	83.35321086045427	269.2660652178848	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
SRR10429348_1	SRR10429348_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782596.0	0.0	35-301	51.0	81.95122177065524	260.019331813605	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429348_2	SRR10429348_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782596.0	0.0	35-301	52.0	84.70155910405744	264.4123685784236	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
SRR10429356_1	SRR10429356_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	816138.0	0.0	35-301	51.0	82.11551073165953	252.0319700834908	pass	fail		pass	warn	fail	pass	warn	pass	pass	pass
SRR10429356_2	SRR10429356_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	816138.0	0.0	35-301	52.0	84.0345890691504	255.6126892755882	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429372_1	SRR10429372_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	912438.0	0.0	35-301	51.0	81.05849637955644	256.15478859933495	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10429372_2	SRR10429372_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	912438.0	0.0	35-301	52.0	83.5882029063245	260.3896648320215	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR10512503_1	SRR10512503_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1133066.0	0.0	35-251	51.0	76.92419250785898	225.00120469593122	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10512503_2	SRR10512503_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1133066.0	0.0	35-251	51.0	80.90775361351041	225.3597451516505	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10512508_1	SRR10512508_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1099217.0	0.0	35-251	51.0	77.44145513965248	229.21557890753147	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10512508_2	SRR10512508_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1099217.0	0.0	35-251	51.0	81.27576985133635	229.4998767304363	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10512537_1	SRR10512537_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	992160.0	0.0	35-251	51.0	78.39405911002156	229.370840388647	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10512537_2	SRR10512537_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	992160.0	0.0	35-251	51.0	84.41972921091187	229.7843583696178	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR10512539_1	SRR10512539_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1263481.0	0.0	35-251	51.0	75.40696599890316	221.10078584482076	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10512539_2	SRR10512539_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1263481.0	0.0	35-251	51.0	78.6181097437452	221.38723969731242	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10512969_1	SRR10512969_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	826079.0	0.0	99-301	50.0	93.50201404583073	300.7825014314611	pass	fail		pass	warn	fail	pass	warn	pass	pass	pass
SRR10512969_2	SRR10512969_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	826079.0	0.0	56-301	50.0	94.40852436827139	300.8049774900463	pass	fail		pass	warn	fail	pass	warn	pass	pass	pass
SRR10525639_1	SRR10525639_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	861034.0	0.0	35-301	50.0	88.77456997176306	300.623185611718	pass	fail		pass	fail	fail	pass	warn	pass	pass	pass
SRR10525639_2	SRR10525639_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	861034.0	0.0	35-301	50.0	89.98637390183171	300.6570181897579	pass	fail		pass	fail	fail	pass	warn	pass	pass	pass
SRR10665491_1	SRR10665491_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1171510.0	0.0	35-251	51.0	82.3092862374477	228.40767385681727	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665491_2	SRR10665491_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1171510.0	0.0	35-251	51.0	78.11468827694482	228.73396215141142	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665499_1	SRR10665499_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1044295.0	0.0	35-251	51.0	83.6234545385445	210.6417688488406	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665499_2	SRR10665499_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1044295.0	0.0	35-251	51.0	80.79025120746235	211.3154108752795	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665503_1	SRR10665503_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1045876.0	0.0	35-251	51.0	84.16490183480457	218.2332312817198	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665503_2	SRR10665503_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1045876.0	0.0	35-251	51.0	81.3896397353431	218.69896718157793	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665505_1	SRR10665505_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1438784.0	0.0	35-251	51.0	81.756434447224	228.91220224856545	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665505_2	SRR10665505_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1438784.0	0.0	35-251	51.0	75.87137595198803	229.19737709065433	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665510_1	SRR10665510_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1196695.0	0.0	35-251	51.0	82.47186620487903	229.71236196357466	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665510_2	SRR10665510_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1196695.0	0.0	35-251	51.0	80.86254845742793	230.29735981181503	pass	warn		pass	fail	warn	pass	warn	pass	pass	pass
SRR10665516_1	SRR10665516_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1004191.0	0.0	35-251	51.0	83.16851428135784	223.5549511995228	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665516_2	SRR10665516_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1004191.0	0.0	35-251	51.0	80.2698339753391	224.04732366651365	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR10665517_1	SRR10665517_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1505585.0	0.0	35-251	51.0	81.36697133512	219.2808708907169	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665517_2	SRR10665517_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1505585.0	0.0	35-251	51.0	75.30856037578675	219.71302251284385	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665523_1	SRR10665523_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	899977.0	0.0	35-251	51.0	84.71750231673944	224.78271333600748	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665523_2	SRR10665523_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	899977.0	0.0	35-251	51.0	82.56897956259236	225.19340494257077	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665524_1	SRR10665524_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1225515.0	0.0	35-251	51.0	82.77610054598087	224.7301926129015	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665524_2	SRR10665524_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1225515.0	0.0	35-251	51.0	78.57939547338374	225.18077379713836	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR10665525_1	SRR10665525_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1048969.0	0.0	35-251	51.0	83.69816836733038	217.98719695243616	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665525_2	SRR10665525_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1048969.0	0.0	35-251	51.0	80.92251331356785	218.49568481051395	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665526_1	SRR10665526_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	852279.0	0.0	35-251	51.0	85.66896955157848	225.4273612279547	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665526_2	SRR10665526_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	852279.0	0.0	35-251	51.0	83.7262028248788	225.7764710851728	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665529_1	SRR10665529_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1755621.0	0.0	35-251	51.0	78.52356991390369	209.29853539004148	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10665529_2	SRR10665529_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1755621.0	0.0	35-251	51.0	72.94972429076331	209.7708861992423	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10749233_1	SRR10749233_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1184917.0	0.0	35-251	50.0	77.78927857916933	225.06829001525	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10749233_2	SRR10749233_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1184917.0	0.0	35-251	50.0	78.95891638268915	225.3628996798932	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10750973_1	SRR10750973_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1086335.0	0.0	35-251	51.0	78.75115465194305	230.4491570279886	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10750973_2	SRR10750973_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1086335.0	0.0	35-251	51.0	79.27893264578816	230.6136532469266	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10751453_1	SRR10751453_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1317906.0	0.0	35-251	51.0	74.76800127232482	224.64770173290052	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10751453_2	SRR10751453_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1317906.0	0.0	35-251	51.0	75.43599121052645	224.83272706854663	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR10751454_1	SRR10751454_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1055579.0	0.0	35-251	50.0	79.47140236421976	231.28791686837272	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10751454_2	SRR10751454_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1055579.0	0.0	35-251	51.0	80.47455371898093	231.50121402566742	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10752090_1	SRR10752090_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1120899.0	0.0	35-251	51.0	77.72001816065695	226.0987555524628	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10752090_2	SRR10752090_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1120899.0	0.0	35-251	51.0	79.25620618380322	226.40625783411352	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR10761131_1	SRR10761131_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2180315.0	0.0	35-301	50.0	55.57206499775125	255.70832975969068	pass	fail		pass	fail	warn	pass	warn	warn	pass	pass
SRR10761131_2	SRR10761131_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2180315.0	0.0	35-301	49.0	68.99814783385901	282.6888697275394	pass	fail		warn	fail	warn	pass	warn	warn	pass	pass
SRR11038969_1	SRR11038969_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1253973.0	0.0	151.0	50.0	73.08656666433026	151.0	pass	pass		pass	fail	warn	pass	pass	pass	pass	pass
SRR11038969_2	SRR11038969_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1253973.0	0.0	151.0	50.0	73.6203408568001	151.0	pass	pass		pass	fail	warn	pass	pass	pass	pass	pass
SRR11038970_1	SRR11038970_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1492137.0	0.0	151.0	50.0	66.35534432523295	151.0	pass	pass		pass	fail	warn	pass	pass	warn	pass	pass
SRR11038970_2	SRR11038970_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1492137.0	0.0	151.0	50.0	66.08576712230426	151.0	pass	pass		pass	fail	warn	pass	pass	warn	pass	pass
SRR11068097_1	SRR11068097_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4320261.0	0.0	151.0	50.0	77.50216522251803	151.0	pass	pass		pass	warn	warn	pass	pass	pass	pass	warn
SRR11068097_2	SRR11068097_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4320261.0	0.0	151.0	50.0	79.15900038498943	151.0	pass	pass		pass	warn	warn	pass	pass	pass	pass	warn
SRR11341626_1	SRR11341626_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1769423.0	0.0	35-151	50.0	74.77884510055597	133.713461393912	pass	warn		pass	warn	warn	pass	warn	pass	warn	pass
SRR11341626_2	SRR11341626_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1769423.0	0.0	35-151	50.0	75.41337059585763	133.69907478313553	pass	warn		pass	warn	warn	pass	warn	pass	warn	pass
SRR11347836_1	SRR11347836_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	476171.0	0.0	35-301	50.0	90.02849800881971	189.37732033240158	pass	fail		pass	warn	fail	pass	warn	pass	warn	pass
SRR11347836_2	SRR11347836_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	476171.0	0.0	35-301	50.0	91.07862771134528	195.83552967316362	pass	fail		pass	warn	fail	pass	warn	pass	warn	pass
SRR11454062_1	SRR11454062_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2570738.0	0.0	35-151	52.0	39.9290079272372	135.48356308577536	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass
SRR11454062_2	SRR11454062_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2570738.0	0.0	35-151	56.0	41.819596014469454	135.61141781076097	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass
SRR11454126_1	SRR11454126_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1659130.0	0.0	35-151	56.0	52.295522310796585	133.51608312790438	pass	pass		pass	fail	fail	pass	warn	warn	fail	pass
SRR11454126_2	SRR11454126_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1659130.0	0.0	35-151	61.0	53.78543036301515	133.6557388510846	pass	pass		pass	fail	fail	pass	warn	warn	fail	pass
SRR11454163_1	SRR11454163_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1512473.0	0.0	35-251	50.0	75.13040372109147	174.6880863327808	pass	warn		pass	warn	warn	pass	warn	pass	warn	pass
SRR11454163_2	SRR11454163_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1512473.0	0.0	35-251	50.0	77.80280887775858	175.4713413065886	pass	fail		pass	fail	warn	pass	warn	pass	warn	pass
SRR11454178_1	SRR11454178_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4422177.0	0.0	35-151	50.0	39.194174336814505	128.8040978459252	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass
SRR11454178_2	SRR11454178_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4422177.0	0.0	35-151	50.0	41.555800795523844	128.98464398869606	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass
SRR11454284_1	SRR11454284_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1275651.0	0.0	35-301	50.0	79.04463929346718	187.80001348331166	pass	fail		pass	fail	fail	pass	warn	pass	warn	pass
SRR11454284_2	SRR11454284_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1275651.0	0.0	35-301	50.0	80.81769308846395	192.99561870762457	pass	fail		pass	fail	fail	pass	warn	pass	warn	pass
SRR11454299_1	SRR11454299_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1390951.0	0.0	35-301	49.0	75.1100496484531	192.70363657670183	pass	fail		pass	fail	fail	pass	warn	pass	warn	pass
SRR11454299_2	SRR11454299_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1390951.0	0.0	35-301	49.0	77.19935463375676	197.90123735487447	pass	fail		pass	fail	fail	pass	warn	pass	warn	pass
SRR11454319_1	SRR11454319_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2430565.0	0.0	35-151	53.0	38.175941853584575	110.5122903522432	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass
SRR11454319_2	SRR11454319_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2430565.0	0.0	35-151	53.0	40.46413119579894	110.8158432298663	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass
SRR11454384_1	SRR11454384_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3261299.0	0.0	35-301	50.0	62.71053830809882	190.45726595445558	pass	fail		pass	fail	fail	pass	warn	warn	warn	pass
SRR11454384_2	SRR11454384_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3261299.0	0.0	35-301	50.0	65.33932946730864	194.30759890460826	pass	fail		pass	fail	fail	pass	warn	warn	warn	pass
SRR11486735_1	SRR11486735_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782917.0	0.0	35-251	51.0	82.35718202980536	231.40518215851745	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486735_2	SRR11486735_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782917.0	0.0	35-251	51.0	86.7161655582137	232.1408297431273	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486736_1	SRR11486736_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	854237.0	0.0	35-251	50.0	82.01582011595816	232.32272191441018	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486736_2	SRR11486736_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	854237.0	0.0	35-251	51.0	86.25170903165737	232.94761875217299	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486737_1	SRR11486737_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	901880.0	0.0	35-251	51.0	79.84966026039234	234.9840865747106	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486737_2	SRR11486737_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	901880.0	0.0	35-251	52.0	83.33548599207953	235.4756386658979	pass	warn		pass	fail	warn	pass	warn	pass	pass	pass
SRR11486738_1	SRR11486738_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1098114.0	0.0	35-251	51.0	77.97035265360296	226.76778003012438	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486738_2	SRR11486738_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1098114.0	0.0	35-251	51.0	79.10796542249805	227.13772522707114	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR11486742_1	SRR11486742_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1584502.0	0.0	35-251	51.0	72.24820889914444	227.0706569004015	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486742_2	SRR11486742_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1584502.0	0.0	35-251	51.0	82.6289519571763	228.52569324620606	pass	fail		pass	fail	warn	pass	warn	pass	pass	pass
SRR11486743_1	SRR11486743_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1431610.0	0.0	35-251	51.0	73.80677237146872	227.04228945033913	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486743_2	SRR11486743_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1431610.0	0.0	35-251	52.0	79.15727833558158	227.91625582386266	pass	warn		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486744_1	SRR11486744_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	879228.0	0.0	35-251	51.0	81.16765765422393	227.3907166286788	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11486744_2	SRR11486744_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	879228.0	0.0	35-251	51.0	85.87038453189744	228.30145423030203	pass	fail		pass	warn	warn	pass	warn	pass	pass	pass
SRR11495756_1	SRR11495756_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1358989.0	0.0	125.0	50.0	78.37067029872111	125.0	pass	fail		pass	fail	warn	pass	pass	pass	pass	warn
SRR11495756_2	SRR11495756_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1358989.0	0.0	125.0	50.0	75.4332812566368	125.0	pass	fail		pass	fail	warn	pass	pass	pass	pass	warn
SRR11727679_1	SRR11727679_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	805009.0	0.0	35-151	50.0	74.11455627703764	125.25314499589446	pass	pass		pass	fail	warn	pass	warn	pass	warn	pass
SRR11727679_2	SRR11727679_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	805009.0	0.0	35-151	50.0	74.53827034493877	125.42087479767306	pass	pass		pass	fail	warn	pass	warn	pass	warn	pass
SRR11727691_1	SRR11727691_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4720964.0	0.0	35-151	51.0	50.589968302238056	133.07703193669767	pass	pass		pass	warn	warn	pass	warn	warn	warn	pass
SRR11727691_2	SRR11727691_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4720964.0	0.0	35-151	51.0	51.52466678283052	133.20208584517908	pass	pass		pass	warn	warn	pass	warn	warn	warn	pass
SRR11727696_1	SRR11727696_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	847216.0	0.0	35-301	51.0	85.98280354480998	216.79840206039546	pass	fail		pass	warn	warn	pass	warn	pass	warn	pass
SRR11727696_2	SRR11727696_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	847216.0	0.0	35-301	51.0	87.23213717688641	221.01319616248986	pass	fail		pass	warn	warn	pass	warn	pass	warn	pass
SRR11727698_1	SRR11727698_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1385566.0	0.0	35-151	50.0	79.09857350265425	112.46063702486926	pass	warn		pass	fail	fail	pass	warn	pass	warn	pass
SRR11727698_2	SRR11727698_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1385566.0	0.0	35-151	50.0	80.34365141440067	114.16773434105629	pass	pass		pass	fail	fail	pass	warn	pass	warn	pass
SRR11727700_1	SRR11727700_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3271595.0	0.0	35-151	49.0	75.42867865116895	99.04402959412764	pass	pass		pass	warn	fail	pass	warn	pass	fail	pass
SRR11727700_2	SRR11727700_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3271595.0	0.0	35-151	49.0	77.0450852948261	101.18374890535044	pass	pass		pass	fail	fail	pass	warn	pass	fail	pass
SRR11833408_1	SRR11833408_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	860528.0	0.0	35-251	52.0	80.37599087762518	243.02158674674155	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11833408_2	SRR11833408_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	860528.0	0.0	35-251	52.0	83.06032341207562	243.0443530018779	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR11903067_1	SRR11903067_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	633521.0	0.0	151.0	50.0	94.14840991363259	151.0	pass	pass		pass	warn	warn	pass	pass	pass	pass	pass
SRR11903067_2	SRR11903067_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	633521.0	0.0	151.0	50.0	97.16025779950807	151.0	pass	pass		pass	warn	warn	pass	pass	pass	pass	pass
SRR11970754_1	SRR11970754_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7937901.0	0.0	150.0	51.0	57.572312163082586	150.0	pass	pass		pass	warn	warn	pass	pass	warn	warn	pass
SRR11970754_2	SRR11970754_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7937901.0	0.0	150.0	51.0	58.98685122637923	150.0	pass	pass		pass	warn	warn	pass	pass	warn	pass	pass
SRR11971332_1	SRR11971332_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7937901.0	0.0	150.0	51.0	57.572312163082586	150.0	pass	pass		pass	warn	warn	pass	pass	warn	warn	pass
SRR11971332_2	SRR11971332_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7937901.0	0.0	150.0	51.0	58.98685122637923	150.0	pass	pass		pass	warn	warn	pass	pass	warn	pass	pass
SRR12009569_1	SRR12009569_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1514264.0	0.0	35-251	50.0	65.8229291118103	229.6670824902395	pass	pass		pass	warn	fail	pass	warn	warn	warn	pass
